聲量：台積電,聲量：元大證券,聲量：鴻海,聲量：聯發科,成交股數,成交筆數,大戶與散戶比例,指數：TW_Close,指數：TW_Volume,指數：NASDAQ_Close,指數：NASDAQ_Volume,指數：DOW_Close,指數：DOW_Volume,指數：SP_Close,指數：SP_Volume,三大法人：外陸資買賣超股數(不含外資自營商),三大法人：投信買賣超股數,三大法人：自營商買賣超股數,淨值(元)
0.0,-0.4411359888405005,0.4411359888405006,-0.44113598884050126,-0.4229531089987855,-0.19988834270244746,-0.8077878284045213,-0.7868720565988765,-0.20433033070216444,0.20692975753423695,-0.7734501472839811,-0.1496792947342609,-0.07898753586890955,0.10203557661581848,-0.6535607991673138,-0.2074158109023302,0.06230576952159166,-0.03926506225066541,-0.6570959471978964
-0.7763778388442252,-0.7727076594182852,-0.7094143235722583,-0.7727076594182849,-0.37000012313471864,-0.3339111922341245,-0.5933831473403883,-0.1049890586674736,0.9324195305016704,0.5531709619920059,-0.501240265047081,-0.22800161739375202,-0.5811478958021433,0.2337129982099024,-0.2505611211781422,0.43535126462282275,0.41213423275331273,0.537103743624386,0.3326889311929113
-0.6992811503070082,-0.704939800224191,0.7054596851510869,0.7049398002241921,-0.4230107899230694,-0.485113239523776,-0.385373509633751,-0.9402454681381719,-0.43292470596238225,-0.12091278551090262,-0.3668589766639363,-0.48393778559752176,0.546912530627298,-0.3117841236707145,-0.6653876719094745,0.059493886346482415,-0.20481281837673626,0.4193730937534061,-0.27593829862514224
-0.04822357592507229,-0.10410486566447097,-0.21890162771378965,0.21382619791439392,0.6471129619607813,0.6846772482754719,-0.34533697303299504,-0.7672342380574149,0.09051134029545696,-0.3711342179641122,0.05961352700349297,-0.3952809568394886,0.2760022955516558,-0.3298397063009632,0.8308762730231899,-0.45715276530180765,0.2024356278791579,-0.6619229765686452,-0.8458787717038246
-0.5272509626664911,-0.5746401014998962,0.6419674749928603,-0.6603637332958756,-0.6826798650843267,-0.29699045653105527,-0.594045783531614,-0.6531675347666892,-0.2877419597106984,-0.491610197497374,0.26981057282608384,-0.5799837562328548,0.7744243758614755,-0.5599882647112284,0.4300771923781461,-0.9414186421265003,0.6968243211335217,-0.8063764224498441,-0.7042092764247767
0.5063409266666534,0.761327383697215,0.4134365047581613,-0.7498066217851561,-0.04279832762311481,0.3942420861914825,-0.2589247356405472,0.4779621637367171,-0.022827165454867196,0.8288951944289042,-0.4080304479546951,0.8324177074103553,-0.35033494754891653,0.8242815432766757,0.08603203029199612,-0.4341745049974121,0.1465142233400829,0.16029076513134388,0.036519660240081186
-0.19584239199681255,0.0,-0.0911164954066874,-0.04236659960776452,-0.8361605032602498,-0.7585792872183406,-0.8206846820326807,-0.49399735030128933,-0.7958910184388178,0.5115346454657455,0.21411028550226308,0.3099545451088777,0.29199751996094236,0.3221167190933856,-0.09047978795301025,-0.8638562352654066,-0.4197509676332796,-0.8542302640557028,-0.5734831683593018
-0.8878170654063501,0.0,-0.8152251087092361,-0.7587023952295278,0.37613585769781716,0.3811004126387574,0.2583327765236034,-0.2768206369105726,0.7919372808319155,0.22961033436011033,0.8896807575340347,0.27838162539775224,0.7999148785355968,-0.8274063915883748,0.874393823871281,-0.20913011679293178,-0.5412579005141098,0.3391316005137682,-0.6030988298545827
0.3142495129987957,-0.4799162942364233,-0.05166068154593071,0.4799162942364248,0.1345989096534041,0.6962519879599306,-0.4032999822952688,-0.6193128523178403,-0.16755385476685816,0.30521772214233933,0.1281187482130457,0.12341915085545732,-0.07099306666968926,0.09475086778570878,-0.3034802689301749,-0.8600135324289708,0.8017159430312985,-0.5840359042956567,-0.8518596879232014
-0.10551168339595643,-0.6742767615463007,0.7606537469536669,0.3889423182676795,0.01830980108397506,-0.10782123892534394,0.10777324179716187,0.4393820966950358,0.3532216241040866,0.8084806954423687,-0.4162470115583343,0.8095877207799188,-0.016783769131555132,0.8000664825184209,-0.4827067152820583,-0.5859643208369358,0.36223755659362356,0.43039003282786364,0.6048924613480817
0.13465015443235856,-0.2717665199498401,-0.5259593552548782,0.7159794919271077,0.3304220764832771,0.7067932459591314,0.1531090191793742,-0.8252001123373424,-0.42010973074923197,0.11833341481590366,-0.30890783061406524,0.10456645466135432,-0.23261779411382197,0.14522537093666738,-0.24245442200253678,-0.03279694546059393,0.33906434543245656,0.21739844840478603,-0.7965712073730805
-0.9221059192440477,-0.9169278209193041,-0.8502705624645975,0.9463033148761155,0.2717310264477117,-0.14807327824130206,0.7475470306205154,0.3700781012000828,-0.8935470382963732,0.9668357202206113,-0.20220033729950468,0.9320157916150414,-0.9377180558584209,0.9672909768084806,-0.9828212708433077,0.10872331321435423,0.8504921626616944,0.5766404246201217,0.6191258498060452
