,漲跌幅,聲量：台積電,聲量：元大證券,聲量：鴻海,聲量：聯發科,成交股數,成交筆數,大戶與散戶比例,指數：TW_Close,指數：TW_Volume,指數：NASDAQ_Close,指數：NASDAQ_Volume,指數：DOW_Close,指數：DOW_Volume,指數：SP_Close,指數：SP_Volume,三大法人：外陸資買賣超股數(不含外資自營商),三大法人：投信買賣超股數,三大法人：自營商買賣超股數,淨值(元)
0,-0.0014000000000000002,68.71428571428572,4.142857142857142,4.571428571428571,8.714285714285714,21595887,18156,1189.4628222075346,15810.76953125,2513500,12087.9599609375,3862800000.0,33485.2890625,258680000.0,4105.02001953125,3486690000.0,"-5,757,749","1,130,000","-894,081",28.5
1,0.0025,75.14285714285714,4.428571428571429,4.714285714285714,9.142857142857142,10948603,9206,1189.2899196176406,15836.5,2199900,12087.9599609375,3862800000.0,33485.2890625,258680000.0,4105.02001953125,3486690000.0,"-743,419","350,000","-4,951",28.45
2,0.006999999999999999,89.71428571428571,5.0,5.0,11.142857142857142,13134092,10140,1295.2753451676529,15876.169921875,2220400,12084.3603515625,4334070000.0,33586.51953125,232920000.0,4109.10986328125,3423650000.0,"131,617",0,"734,144",28.57
3,0.0052,91.42857142857143,5.0,5.0,12.285714285714285,16691958,10006,1668.1948830701579,15913.8798828125,2744200,12031.8798828125,4676960000.0,33684.7890625,241430000.0,4108.93994140625,3665830000.0,"3,789,655","175,000","2,535,782",28.78
4,-0.0049,93.14285714285714,5.0,5.0,13.428571428571429,14178009,8990,1577.0866518353725,15932.9697265625,3138100,11929.33984375,4909770000.0,33646.5,260300000.0,4091.949951171875,3633120000.0,"-319,500",0,"972,007",28.87
5,0.001,94.85714285714286,5.0,5.0,14.571428571428571,20849338,15993,1303.653973613456,15804.759765625,3825100,12166.26953125,4942990000.0,34029.69140625,277230000.0,4146.22021484375,3596590000.0,"-6,220,783",0,"-1,342,082",28.64
6,0.0021,96.57142857142857,5.0,5.0,15.714285714285714,12394017,9477,1307.7996201329536,15929.4296875,3492400,12123.4697265625,4655740000.0,33886.46875,276720000.0,4137.64013671875,3575690000.0,"-1,704,116",0,"-38,527",28.77
7,-0.0045000000000000005,99.28571428571429,4.857142857142857,5.0,17.428571428571427,14936886,12555,1189.716129032258,15963.5498046875,3396900,12157.7197265625,4823180000.0,33987.1796875,234530000.0,4151.31982421875,3611180000.0,"-3,558,504",0,"-1,077,590",28.81
8,-0.0042,98.57142857142857,4.714285714285714,5.0,16.857142857142858,17759658,13985,1269.9076153021094,15869.4404296875,3344600,12153.41015625,4851810000.0,33976.62890625,253570000.0,4154.8701171875,3536640000.0,"-4,357,486",0,"-5,563,217",28.61
9,-0.0042,97.85714285714286,4.571428571428571,5.0,16.285714285714285,12559901,11209,1120.5193148362923,15770.4697265625,3554800,12157.23046875,4972700000.0,33897.01171875,251490000.0,4154.52001953125,3572560000.0,"586,611",0,"-2,420,497",28.49
10,-0.0084,97.14285714285714,4.428571428571429,5.0,15.714285714285715,14012295,12040,1163.811877076412,15707.51953125,3170900,12059.5595703125,4590530000.0,33786.62109375,307910000.0,4129.7900390625,3772080000.0,"-337,650",0,"-2,129,040",28.35
